0|0|0|200|200|200|"Moist"|"209581625"|"131198729"
0|0|0|200|200|200|"Moist"|"209581626"|"131198730"
0|0|0|200|200|200|"Moist"|"209581627"|"131198731"
0|0|0|200|200|200|"Moist"|"209581628"|"131198732"
0|0|0|200|200|200|"Moist"|"209581629"|"131198733"
0|0|0|200|200|200|"Moist"|"209581630"|"131198734"
0|0|0|200|200|200|"Moist"|"209581631"|"131198735"
0|0|0|200|200|200|"Moist"|"209581632"|"131198736"
0|0|0|200|200|200|"Moist"|"209581633"|"131198737"
0|0|0|200|200|200|"Moist"|"209581634"|"131198738"
0|0|0|200|200|200|"Moist"|"209581635"|"131198739"
0|0|0|200|200|200|"Moist"|"209581636"|"131198740"
0|0|0|200|200|200|"Moist"|"209582165"|"131199258"
0|0|0|200|200|200|"Moist"|"209582166"|"131199259"
0|0|0|200|200|200|"Moist"|"209582167"|"131199260"
0|0|0|200|200|200|"Moist"|"209582168"|"131199261"
0|0|0|200|200|200|"Moist"|"209582169"|"131199262"
0|0|0|200|200|200|"Moist"|"209582170"|"131199263"
0|0|0|200|200|200|"Moist"|"209582171"|"131199264"
0|0|0|200|200|200|"Moist"|"209582172"|"131199265"
0|0|0|200|200|200|"Moist"|"209582173"|"131199266"
0|0|0|200|200|200|"Moist"|"209582174"|"131199267"
0|0|0|200|200|200|"Moist"|"209582175"|"131199268"
0|0|0|200|200|200|"Moist"|"209582176"|"131199269"
0|0|0|200|200|200|"Moist"|"209582177"|"131199270"
0|0|0|200|200|200|"Moist"|"209582178"|"131199271"
0|0|0|200|200|200|"Moist"|"209582179"|"131199272"
0|0|0|200|200|200|"Moist"|"209582180"|"131199273"
0|0|0|200|200|200|"Moist"|"209582181"|"131199274"
0|0|0|200|200|200|"Moist"|"209582182"|"131199275"
0|0|0|200|200|200|"Moist"|"209582183"|"131199276"
0|0|0|200|200|200|"Moist"|"209582184"|"131199277"
0|0|0|200|200|200|"Moist"|"209582185"|"131199278"
0|0|0|200|200|200|"Moist"|"209582186"|"131199279"
0|0|0|200|200|200|"Moist"|"209582187"|"131199280"
0|0|0|200|200|200|"Moist"|"209582188"|"131199281"
0|0|0|200|200|200|"Moist"|"209581637"|"131198741"
0|0|0|200|200|200|"Moist"|"209581638"|"131198742"
0|0|0|200|200|200|"Moist"|"209581639"|"131198743"
0|0|0|200|200|200|"Moist"|"209581640"|"131198744"
0|0|0|200|200|200|"Moist"|"209581641"|"131198745"
0|0|0|200|200|200|"Moist"|"209581642"|"131198746"
0|0|0|200|200|200|"Moist"|"209581643"|"131198747"
0|0|0|200|200|200|"Moist"|"209581644"|"131198748"
0|0|0|200|200|200|"Moist"|"209581645"|"131198749"
0|0|0|200|200|200|"Moist"|"209581646"|"131198750"
0|0|0|200|200|200|"Moist"|"209581647"|"131198751"
0|0|0|200|200|200|"Moist"|"209581648"|"131198752"
0|0|0|200|200|200|"Moist"|"209581937"|"131199026"
0|0|0|200|200|200|"Moist"|"209581938"|"131199027"
0|0|0|200|200|200|"Moist"|"209581939"|"131199028"
0|0|0|200|200|200|"Moist"|"209581940"|"131199029"
0|0|0|200|200|200|"Moist"|"209581941"|"131199030"
0|0|0|200|200|200|"Moist"|"209581942"|"131199031"
0|0|0|200|200|200|"Moist"|"209581943"|"131199032"
0|0|0|200|200|200|"Moist"|"209581944"|"131199033"
0|0|0|200|200|200|"Moist"|"209581945"|"131199034"
0|0|0|200|200|200|"Moist"|"209581946"|"131199035"
0|0|0|200|200|200|"Moist"|"209581947"|"131199036"
0|0|0|200|200|200|"Moist"|"209581948"|"131199037"
0|0|0|200|200|200|"Moist"|"209582189"|"131199282"
0|0|0|200|200|200|"Moist"|"209582190"|"131199283"
0|0|0|200|200|200|"Moist"|"209582191"|"131199284"
0|0|0|200|200|200|"Moist"|"209582192"|"131199285"
0|0|0|200|200|200|"Moist"|"209582193"|"131199286"
0|0|0|200|200|200|"Moist"|"209582194"|"131199287"
0|0|0|200|200|200|"Moist"|"209582195"|"131199288"
0|0|0|200|200|200|"Moist"|"209582196"|"131199289"
0|0|0|200|200|200|"Moist"|"209582197"|"131199290"
0|0|0|200|200|200|"Moist"|"209582198"|"131199291"
0|0|0|200|200|200|"Moist"|"209582199"|"131199292"
0|0|0|200|200|200|"Moist"|"209582200"|"131199293"
0|0|0|200|200|200|"Moist"|"209582201"|"131199294"
0|0|0|200|200|200|"Moist"|"209582202"|"131199295"
