"Gravelly"|"119635704"|"34426820"
"Gravelly"|"119635861"|"34426701"
"Cobbly"|"119636128"|"34426728"
"Gravelly"|"119636272"|"34426821"
"Gravelly"|"119636211"|"34426850"
"Gravelly"|"119636274"|"34426695"
"Gravelly"|"119636273"|"34426822"
"Gravelly"|"119635860"|"34426790"
"Very gravelly"|"119636129"|"34426816"
"Very gravelly"|"119636391"|"34426726"
"Gravelly"|"119636171"|"34426727"
